"","TRUE","TRUE","","","","10545","Allied","425, Viger, Montréal","Daniel Martos","X","","23320565","","238 PL de tapis neuf / 240 PL de moulure neuf = tout est fait, il ne reste pas grand-chose dans le tapis usage, je n'ai rien laisser sur place, surtout des retailles de moins de 6 pieds. Je t'ai joint la photo du passage à Daniel, il y a une grosse différence de couleur  / Tapis usagé tous utilisé : ajout d'un triangle entrée de la Gauchetière - sas fait avec usagé - 2 asc fait avec usagé     Pick-up Rosedale (max. le 2 février)","","9","20","5","","918","TRUE","","","","","",""
"","TRUE","TRUE","2790","","","10470-F","SSENSE","333, rue Chabanel, 9e étage","Christina Passarelli","","","","","ALLEZ PRENDRE LES MESURES DES CASIERS/   Besoin de 55 PL de tapis couper en laize de 18 pouce pour installer en haut des casiers pour mettre les bottes .  ","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","2791","","","10528-F","MELLEM","2820, rue Ontario Est, Montréal","Carol-Ann Brochu","X","","23310004","","","","15","140","12","","1475","TRUE","","","","","",""
"","TRUE","TRUE","2806","","","10499-F","WADA","800, rue du Square Victoria, 17e étage","Stéphanie Constantin","","","","","Tapis Soaltheque","","6","","1","","196,8","TRUE","","","","","",""
"","TRUE","TRUE","2807","","","10561-F","Collège Mont St-Louis","1700, boul. Henri-Bourassa Est. Montréal","Martine Desrosiers","X","","","","Tapis chez Solatheque (Super Salsa)","","5","84","4","","393","TRUE","","","","","",""
"","TRUE","TRUE","2811","","","10528-F","MELLEM","2820, rue Ontario Est, Montréal","Carol-Ann Brochu","N/A","","","","*prendre dans stock 23310004","","12","","","","1089","TRUE","","","","","",""
"","TRUE","TRUE","","","","10491-F","Uvée optpometriste","681, rue Jarry Est, Montréal","Oliver Parenteau","","","","","** J'ai parlé avec le responsable sur place et aussi un autre responsable au téléphone , nous avons décidé de laisser le tapis en place et  d'ajouter des petits bouts de tapis sous les meubles . Pour le problème de porte , j'ai  cogné avec un marteau de caoutchouc sur le tapis pour aplatir le tapis et aidez la porte à bien ouvrir , elle frotte encore légèrement , je lui es dit que s' il a des problèmes , je vais y retourner a mes frais. Le design est beau comme ça et il est installé de façon optimale    **   Correction à faire selon le plan original","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","","","","","SDC 6150 du Boisé","6150 du Boisé, Montréal","Mme Chilaru","","","","","Correction de tapis à faire et apporter deux moulures","","4","12","2","","236","TRUE","","","","","",""
"","TRUE","TRUE","","29 janvier","","","800 Square Victoria","","","","","","","***  1 ascenseur de fait , autre petit pas fait , problème avec le tapis ,,seulement deux ascenseur était à faire selon Jennifer    ***3 ascenceur / 2 remplacement et 1 ascenceur qui etait defectueux ","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","","","","10554-f","Ecole des Grands-êtres","1150, rue Deguire, Ville Saint-Laurent","","","","","","Rajouter deux laizes de tapis de 13' x 1.6"" sur les côtés du tapis ","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","2841","27 avril","","10447-F","PLACE VICTORIA","800, Place Victoria","Jennifer Tousignant 514‑966‑7588","","","","","RDC = tous les tapis à l’exception des ascenseurs / Sous-sol = tous les tapis incluant les SAS et tunnel du métro. / Installer les mêmes tapis (Salsa) au RDC devant les portes de la rue Gauvin et St-Antoine","","8","113","4","","730","TRUE","","","","","",""
"","TRUE","TRUE","2757","","","10462-F","SDC 7227 Newman","7227 boul. Newman, LaSalle","","","","18428","","4 rouleaux  - Beaucoup de porte ne passe pas - 3 à l'entrée et 1 sous sol ","","18","96","7","","1738","TRUE","","","","","",""
"","TRUE","TRUE","2881","","","10536-F","SDC 9280 Dubuisson PH3","9280, ave Dubuisson","Megan Allard","X","","20602","","Sous sol pas installer tapis laisser sur place , plancher sale impossible d’installer, parler avec la gestionnaire, pas de nouvelles , terminer tout installation, pas le temps d’attendre l’entretien .","","4","24","2","","413","TRUE","","","","","",""
"","TRUE","TRUE","3040","2déc.","13h-15h30","10795-Q","CPE Familigarde","9170 rie Airlie, LaSalle","Josée Guidi","","","","","Pas mercredi!!!","","4","15","2","","244","TRUE","","","","","",""
"Condo","TRUE","TRUE","3041","","16h-18h","10735-F","Pôle Ste-Catherine","6080, Place des Cageux, Sainte-Catherine (rue Léo)","Geneviève Leduc","","","","","remplacer 3 laizes , centrale ( X2 test )  , poste , bureau de gestion ","","4","","","","","TRUE","","","","","",""
"","TRUE","TRUE","","","","10528-F","MELLEM","2820, rue Ontario Est, Montréal","","","","","","COUPEZ LE TAPIS POUR LES DEUX ASCENSEURS ET NE PAS INSTALLER","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","","","","","","","","","","","","","","","","","","","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2919","","","10635-F","Centre Bell","1225, rue St-Antoine O, Montréal","Sylvain Plante","X","","23354434","","Pick-up Rosedale avant le 28 mai 2024","","4","","","","1164","TRUE","","","","","",""
"Résidences","TRUE","TRUE","2945","","16 oct 7-10h","10681-F","Les verrières du Golf","2400, rue des Nations, Saint-Laurent","Sylvain Tremblay","X","11 octobre","26075","4","Moulures 257 pl  Ailes Est  j'ai ajouté un tapis 19x84 corridor centrale ascenseur, devant le mur décoratif n’étais pas au plan mais j’ai le tapis disponible.             ramasser en septembre, octobre","","22","200","12","","1941","TRUE","22 ","","","","",""
"Édifice","TRUE","TRUE","2946","16 octobre","10h-17h","10610-F","Héma-Québec","4300, rue Garand, Saint-Laurent","Jean-Gauthier Kouadjo","X","17 septembre","23253","3","pas de moulures installées   porte 20 le coupe froid de la porte de gauche accroche sur le tapis     à ramasser en septembre, octobre","","13","260","9","","1193","TRUE","13 ","","","","",""
"Édifice","TRUE","TRUE","2950","18 octobre","7h-19h","10664-F","6300 ave du Parc","6300 ave du Parc","Luc Beaulieu","X","17 septembre","25710","5","à ramasser en septembre, octobre - contact Lafleche Tougas---514-928-0577","","29","85","13","","2597,8","TRUE","29 ","","","","",""
"Édifice","TRUE","TRUE","2954","17 octobre","7h-13h","10718-F","Clinique Dr. Barolet, 2e étage","3333, 100e Avenue, Laval","Madame St-Arnault","x","11 octobre","28380","","FAIRE L'INSTALLATION EN MÊME TEMPS QUE L'ÉDIFIE 3333 100e AVE","","4","","1","","196","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2955","17 octobre","7h-9h","10671-F","Edifice 3333 100e Avenue,Dr Barolet","3333, 100e Avenue, Laval","Louis-Philippe Lebire","X","17 septembre","25798","1","à ramasser en septembre, octobre","","4","","2","","262,4","TRUE","","","","","",""
"Bureau","TRUE","TRUE","2956","","9h-13h","10670-F","Dr. Éric Lacoste, 3e étage","3333, 100e Avenue, Laval","Louis-Philippe Lebire","X","17 septembre","25797","2","MANQUE DES MORCEAUX DE TAPIS À METTRE LORS DE LA RÉINSTALLATION À L'AUTOMNE PROCHAIN","","8","","4","","728","TRUE","8 ","","","","",""
"Édifice","TRUE","TRUE","2957","17 octobre","13h-17h","10609-F","Globule Centre Laval","1600, boul. le Corbusier, Laval","Jean-Gauthier Kouadjo","X","11 octobre","23266","1","à ramasser en septembre, octobre","","4","40","2","","230","TRUE","","","","","",""
"Condo","TRUE","TRUE","2958","18 octobre","11h-12h","10719-F","SDC Boisé de la Colline","24, rue Bates, Outremont","Choucri Craissati","","","","","FAIRE L'INSTALLATION EN MÊME TEMPS QUE LE SERVICE","","4","","","","","TRUE","","","","","",""
"Résidences","TRUE","TRUE","2966","21 octobre","10h-17h","10715-F","Le Livélia","325, chemin de la Pointe-Sud, île des Soeurs","Michel Crilly","X","11 octobre","27814","3","back order jusqu'a fin septembre","","12","80","6","","1044","TRUE","12 ","","","","",""
"Édifice","TRUE","TRUE","2967","22 octobre","7h-10h","10608-F","Globule DIX30","1520, ave des Lumières local 15, Brossard","Jean-Gauthier Kouadjo","X","11 octobre","23264","1","à ramasser en septembre, octobre","","4","75","2","","387","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2968","22 octobre","11h-14h","10607-F","Héma-Québec","7, place du Commerce, Brossard","Jean-Gauthier Kouadjo","X","11 octobre","23263","1","à ramasser en septembre, octobre - pas de photo","","4","16","1","","190","TRUE","","                                       ","","","",""
"Édifice","TRUE","TRUE","2969","","7h-17h","10663-F"," Centre culturel NDG","6400 ave Monkland","Irinel-Maria Stingaciu","X","18 octobre","25652","5","à ramasser en septembre, octobre","","30","","13","","2689","TRUE","30 ","","","","",""
"Édifice","TRUE","TRUE","2960","21 octobre","7h-9h","10606-F","Globule Place Vessailles","7275, rue Sherbrooke Est, Montréal","Jean-Gauthier Kouadjo","X","11 octobre","23267","1","à ramasser en septembre, octobre","","4","16","1","","111","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2972","","15h-23h","10744-F","CSSS Vaudreuil","3031, boul. de la Gare, Vaudreuil","Jackie Dinar","","18 octobre","28793","5","À FAIRE UN SAMEDI À PARTIR DE 15H00","","26","","13","","2551,84","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2979","28 octobre","7h-17h","10582-F","Collège ASFC","475, ch. de la Grande-Ligne, Rigaud","Isabelle Charest","X","","","","Tapis chez le client","","23","100","11","","2046","TRUE","23 ","","","","",""
"Bureau","TRUE","TRUE","2980","29 octobre","14h-16h","10640-F","Gestion Sandanna","1, Westmount Square, bureau 2000","Nathalie Bécot","X","17 septembre","24387","1","à ramasser en septembre, octobre - À FAIRE EN MÊME TEMPS QUE LA RÉINSTALLATION DES TAPIS ","","4","","","","360","TRUE","","","","","",""
"Condo","TRUE","TRUE","2981","29 octobre","10h-14h","10697-F","SDC 5000 de l'Assomption","5000, boul. de l'Assomption","Charles Fréchette","X","17 septembre","26729","1","","","6","40","3","","524,8","TRUE","6 ","","","","",""
"Édifice","TRUE","TRUE","2982","30 octobre","8h30-13h","10645-F","CLSC Outremont","1271, rue Van Horne","Huguette St-Pierre","X","11 octobre","24627","2","À faire dans la semaine du 28 oct à l'exception du 31 ","","10","50","5","","885","TRUE","10 ","","","","",""
"Édifice","TRUE","TRUE","2983","1 nov.","16-22h","10742-Q","Orchard House","4176, boulevard Grand Montréal","Maddy Weidner","","","","3","Prendre le Hong Kong Beige à l'Atelier / Needle Pin Beaver - C'est fait , quelques petits problèmes , il y a 5 portes qui ne passent pas , nous avons dû couper avec l'accord du client . même dans l'entrée la porte ne passe pas
Pour le vinyle , Beaver nous a donné un morceau dépareiller . le client n'a rien dit mais il est garanti qu'il a remarqué  **** REFERENCE 29898 Needle Pin BEIGE arrive 22 NOVEMBRE ","","13","","12","","1074","TRUE","12 ","","","","",""
"Condo","TRUE","TRUE","2984","2 novembre","7h-12h","10702-F","Le Maestria Tour B","1210, rue Jeanne-Mance, Montréal","Antoine Portelance","X","11 oct.","27255","2","Ascenseur à 84 pouces  plan indiqué 66 pouces /  Ascenseur 8 pas disponible / Ascenseur 10 en rénovation   -  à ramasser en septembre, octobre","","12","15","5","","1023","TRUE","12 ","","","","",""
"Édifice","TRUE","TRUE","2989","25 octobre","7h-17h","10665-F","Collège Stanislas","780, ave Dollard","Sylvie Marie","X","17 septembre","25711","3","à ramasser en septembre, octobre   Réinstallation en même temps","","16","250","7","","1436","TRUE","16 ","","","","",""
"Édifice","TRUE","TRUE","2990","4 nov.","12h-16h","10667-F","4396 St-Laurent","4396, boul. St-Laurent, Montréal","Luc Beaulieu","X","18 oct.","28712","2","Appeler","","7","","3","","603,52","TRUE","7 ","","","","",""
"Édifice","TRUE","TRUE","2991","5 nov.","7h-17h","10734-F","Édifice 5445 de Gaspé","5445 de Gaspé, Montréal","Luc Beaulieu","x","22 oct.","28714","4","","","21","70","10","","1869","TRUE","21 ","","","","",""
"Édifice","TRUE","TRUE","2992","10 nov.","7h-17h","10733-F","Édifice 5455 de Gaspé","5455 de Gaspé, Montréal","Luc Beaulieu","x","22 oct.","28713","4","","","21","90","11","","1902","TRUE","21 ","","","","",""
"Condo","TRUE","TRUE","2993","7nov.","15-17h","10758-Q","Bastium Construction","1300 rue Olier, Montréal","Shane Vézina","","","","","Prendre inventaire Hong Kong Charcoal 29 pl ","","4","70","2","","178","TRUE","","","","","",""
"Condo","TRUE","TRUE","2994","8 nov.","7h-17h","10736-Q","The Alexander 2","1180 Rue du Sussex, Montréal","Anas Awil","","22 oct.","28799","3","","","19","75","9","","1483","TRUE","17 ","","","","",""
"Édifice","TRUE","TRUE","2995","11 nov.","7h-15h","10751-F","Centre Bell","1225, rue St-Antoine Ouest, Montréal","Sylvain Plante","","1 nov.","29941","","DATES DISPONIBLES  1,4,6,7 novembre","","13","40","6","","1075,8","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2996","11nov.","9h-11h","10759-F","Allied Property","755, rue Berri, Montréal","Nick Prockow","","","","","","","4","","2","","367","TRUE","","","","","",""
"Édifice","TRUE","TRUE","2997","11nov.","11h30-13h30","10760-F","Allied Property","700, rue St-Hubert","Nick Prockow","","","","","","","4","","2","","268","TRUE","","","","","",""
"","TRUE","TRUE","","2 novembre","","","1001 robert Bourassa ","","","","","","","73 boites carreau + 10 boites de moulures ","","","","","","","TRUE","","","","","",""
"Commerce","TRUE","TRUE","3005","14 nov.","13h30-17h30","10768-Q","Louise Lapierre Danse","1460 Mont-Royal Est, Montréal","Aimée Simard","","14 nov.","29844","","Entre 9h30 et 17h30 si possible ","","6","15","4","","499","TRUE","","","","","",""
"Condo","TRUE","TRUE","3006","15nov.","7h-12h","10757-F","Le Gastby","1200 rue Drummond","Catherine Goulet","","","","","","","9","50","6","","852","TRUE","","","","","",""
"Condo","TRUE","TRUE","3007","12 nov.","7h-16h","10735-F","Pôle Ste-Catherine","6080, Place des Cageux, Sainte-Catherine (rue Léo)","Geneviève Leduc","","","","","pastille accès résidant et faire le code 0505 Probleme de Bowing ","","17","70","9","","1875","TRUE","17 ","","","","",""
"","TRUE","TRUE","3007","","","10735-F","Pôle Ste-Catherine","ajout de 44PL Sorti déménagement ( permanent) ","","","","","","2 heure installation","","2","","","","289","TRUE","","","","","",""
"Commerce","TRUE","TRUE","3009","","13h-19h","10717-Q","Zeffy","917, avenue Mont-Royal Est","Mélianne Laverdière","x","11 octobre","27978","1","Installation avec Nez de marche Prosol Brossard : Ref:  4950402","","14","20","4","","473","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3010","15 nov.","14h-17h","10773-F","L'Éloi","6250, Huchison 4e et 5e étages, Montréal","David Sogel","","","","","","","4","10","1","","123","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3011","19nov.","7h-15h","10782-F","Edifice 1555 de l'Avenir","1555, boul. de l'Avenir, Laval","Cathy Boucher","","","","","","","4","8","2","","360","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3012","19nov.","7h-15h","10780-F","Edifice 1565 de l'Avenir","1565, boul. de l'Avenir, Laval","Cathy Boucher","","","","","","","6","8","2","","498","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3013","19nov.","7h-15h","10781-F","Edifice 1575 de l'Avenir","1575, boul. de l'Avenir, Laval","Cathy Boucher","","","","","","","11","20","5","","924","TRUE","","","","","",""
"Condo","TRUE","TRUE","3014","20 nov.","7h-15h","10589-F","Maestria Tour A","1245, rue Bleury, Montréal","Antoine Portelance","","","","","","","12","50","7","","1403","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3017","22nov.","7h-11h","10756-F","CMCR","305 rue Docteur Charles-Léonard #204, St-Jérôme","Marie-Gabrielle Beaudry","","","","","deja couper","","8","70","5","","695","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3018","22 nov.","12h-17h","10769-Q","ABB","4025 Route Transcanadienne","Jean-Sébastien Ouimet","","","","","Novanop + Astro Xtreme ** nova29649 / astro 61451","","9","40","5","","715","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3023","","","10771-F","Édifice Le Windsor","1120, rue Peel","Lucie Richard","","","","","Novanop Beige 8 rouleaux","","40","150","18","","3622","TRUE","","","","","",""
"","TRUE","TRUE","3024","25 nov.","16h","","Solatheque ","Transport Mat Tech HEC 4 rlx vinyle +2 rlx fleming","","","","","","","","","","","","","TRUE","","","","","",""
"Condo","TRUE","TRUE","3024","26 nov.","12h-15h","10775-F","Le Fleming sur le parc","2141, rue Léger, Lasalle","Jean-Guy Tremblay","","","","2","Novanop anthracite ","","6","24","4","","530","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3025","27 nov.","7h-11h","10792-F","Centre administratif PRAIDA","35, rue Port-Royal Est, Montréal","Khadija Roummane","","","","","Les corridors seront nettoyés les 23 et 24 novembre","","8","12","5","","734","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3029","27 nov.","12h-16h","10761-Q","ICI, Institut des communications graphiques","999 av Émile-Journault, Montréal","Richard Lefebvre","","","","","Pas 5 décembre!!","","7","0","4","","643","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3030","28 nov.","7h-13h","10784-F","HEC Montréal","3000, Côte Ste-Catherine","Martin Lesage","","","","","","","12","48","8","","1344","TRUE","","","","","",""
"Condo","TRUE","TRUE","3031","28 nov.","13h30-117h","10787-Q","SDC Condo Rêve","4975 rue Jean-Talon Ouest","Anthony Goisbault","","","","","Ajout de 8 PL demande du client , Florence ok ","","7","35","4","","606","TRUE","","","","","",""
"Condo","TRUE","TRUE","3032","30 nov.","15h-17h","10788-F","Maestria Tour B","1200 rue Jeanne-Mance, Montréal","Katherine Rayna","","","","","","","4","12","2","","282","TRUE","","","","","",""
"Condo","TRUE","TRUE","3033","","7h-15h","10789-F","Maestria Tour A & B (locatif)","1235, rue Bleury, Montréal","Katherine Rayna","","","","","","","36","200","18","","3155","TRUE","","","","","",""
"Bureau","TRUE","TRUE","3035","2 déc.","10h30-12h30","10791-F","Dynatherm","4127, rue Cousens, Saint-Laurent","Tomasso Bianco","","","","","","","4","50","2","","308,32","TRUE","","","","","",""
"","TRUE","TRUE","3036","2déc.","16h-19h","10742-Q","Orchard House ","4176, boulevard Grand Montréal","Maddy Weidner","","","","","Arrive chez beaver le 22 novembre : Installation après 16h","","6","0","3","","523","TRUE","","","","","",""
"Condo","TRUE","TRUE","3042","3 décembre","18h00","10793-F","Le 22 St-Sauveur","22, rue Claude, St-Sauveur","Marie-Ève Forget","X","2 déc.","","2","Needle Pin 4' x 72'","","4","","2","","288","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3043","4déc.","7h11h","10804-F","Centre Bell ","1225 St-Antoine, Montréal","Sylvain Plante","","","30747","1","Tapis chez Beaver et tapis Stock Solatheque","","6","28","4","","544","TRUE","","","","","",""
"","TRUE","TRUE","3044","4déc.","11h-14h","10777-Q","Le 1420 Boulevard Mont-Royal","1420 boulevard Mont-Royal","Laurent Boublil","","","","","5/6 asc de fait , on peut facturer , l'asc restant n'était pas terminer de construire  _  Les tapis sont prêts","","4","","","","","TRUE","","","","","",""
"","TRUE","TRUE","3045","6 déc.","14h00","","Édifice 425 Viger","425, Viger, Montéral","Daniel Martos","","","","","À FAIRE RAPIDEMENT.","","4","6","2","","209","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3050","9déc.","14h30-17h","10799-F","Lightspeed","700, rue St-Antoine Est, Montréal","Angelo Facciabene","","","","","","","5","12","3","","518","TRUE","","","","","",""
"Condo","TRUE","TRUE","3051","9déc.","7h-13h","10810-F","SDC du Club Marin II","201, chemin du Club Marin, Ile-des--Soeurs","Thelma Martinez","","","","","","","12","6","6","","1082","TRUE","","","","","",""
"","TRUE","TRUE","3052","10déc.","14","","association 6111 du Boisé","6111 du Boisé, Montréal","Chantale DeGranpré","","","","","","","4","","","","","TRUE","","","","","",""
"Condo","TRUE","TRUE","3053","11déc.","7h-11h30","10764-F","SDC Vue Phase 2","7525 Mountain Sights","Jimmy Ginnou","X","","37042","2","Le tapis arrive vers le 6 ou 9 décembre","","9","45","5","","774,08","TRUE","","","","","",""
"Condo","TRUE","TRUE","3054","11déc.","11h30-16h","10765-F","SDC Vue Phase 1","7501 Mountain Sights","Jimmy Ginnou","X","","30736","2","Le tapis arrive vers le 6 ou 9 décembre","","8","36","5","","774,08","TRUE","","","","","",""
"","TRUE","TRUE","3057","16déc.","9h-11h ","10809-Q","Sommet Groupe Financier","11900 Rue de l'avenir, Mirabel Québec J7J, Canada)","Jean Francois","","","","","À RAMASSER AVEC SUNLIFE ( Tapis Cambridge)","","4","15","2","","150","TRUE","","","","","",""
"","TRUE","TRUE","3058","17déc.","15-17h","10783-Q","Groupe ABS","17 rue de l'Industrie, Saint-Rémi","Marc Gervais","","","","","À RAMASSER AVEC LA COMMANDE SUNLIFE","","4","10","2","","180","TRUE","","","","","",""
"","TRUE","TRUE","3059","17déc.","7h-14h","10822-F","Cloria Beloeil","400, rue Serge Pépin, Beloeil","Normand St-Denis","","","","","Ajouter tapis Laize 4 pied jusqu'a tapis immeuble 17 PL ","","15","36","8","","1260","TRUE","","","","","",""
"","TRUE","TRUE","3060","","9h","10818-Q","Le Caléo","1030 Rue Lionel-Daunais, Boucherville, QC J4B 0L","Jean-Marc Corbin","","","","1","Prendre 1 rouleau de Salsa Beige","","4","0","3","","485","TRUE","","","","","",""
"","TRUE","TRUE","3061","","12h00","10817-F","Usine Atwater","999, rue Dupuis, Montréal","Patrick Vallée","","","31173","","TAPIS ARRIVE LE 19 DEC. Needle Pin","","7","","4","","660","TRUE","","","","","",""
"","TRUE","TRUE","3063","6janv.","7h-13h","10825-Q","CSSL (Horizon-Jeunesse)","155 boulevard St-Rose, Laval","Amélie Madore","","","","","Avant le 20 décembre !!!!!!!!!!! Important ** ","","10","0","6","","1100","TRUE","","","","","",""
"","TRUE","TRUE","3064","10 janvier","7h-11h","10823-Q","Atelier Monarque ","200-63 rue des Brésoles, Montréal","Adrian Scateni","","","31393","","Je dois faire préparer la commande Beaver avant ","","4","15","2","","156","TRUE","","","","","",""
"Condo","TRUE","TRUE","3065","","7h-11h30","10776-F","Le Fleming sur le parc","2151, rue Léger, Lasalle","Jean-Guy Tremblay","","","","3","Pas installer gym et deux ascenseur notre contact avais quitté. Tapis laisser sur place / Porte d’entrée sas ne passe pas / Porte accès garage ss2 passe pas  --  Novanop anthracite ","","9","50","5","","827","TRUE","","","","","",""
"","TRUE","TRUE","3068","","13-16","10757-F","Le Gatsby","2200, rue Drummond","Catherine Goulet","","","","","REINSTALLER LES TAPIS ","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","3069","10 janvier","12h-17h","10833-Q","SDC Cité Acadie","10650 Place de l'Acadie Montréal","Cristan Cojanu","","","","","","","6","55","4","","580","TRUE","","","","","",""
"","TRUE","TRUE","0$","22nov.","11h30-12h","10718-F","Clinique Dr. Barolet, 2e étage","ajout de 12PL pour accès escalier ","","","","","","sans frais ","","","","","","","TRUE","","","","","",""
"Édifice","TRUE","TRUE","3070","","Attente pour correctif","10750-F","Edifice SunLife","1155, rue Metcalfe, Montréal","Lucie Richard","","","62436","","Tapis arrive 12 - 13 décembre","","145","20","","","10975","TRUE","","","","","",""
"","TRUE","TRUE","3071","16déc.","12h-14h","10821-F","CEOM","4670, desserte Sud 440, Laval","Charles-Olivier Moreau","","","","","","","4","","","","318","TRUE","","","","","",""
"","TRUE","TRUE","3072","13 janvier","10h ","10776-F","Le Flemming sur le Parc","2151, rue Léger, Lasalle","Mohamed 438-866-3103","","","","","Il manque un tapis de 14 pieds par 50 pouce. Le client a demandé d’effectuer l’installation malgré le manque du tapis pour joindre les 2 corridors : Jean-Guy Tremblay gestionnaire _ 514 690-3714Réinstaller les tapis suite à un sinistre. Ils sont au SS3","","","","","","","TRUE","","","","","",""
"","TRUE","TRUE","3074","15 janvier","10h","10803-F","Moment Factory","6250, ave du Parc, Montréal","Alexandre Spadounis","","","31390","1","Déplacement le 20 decembre  erreur couleur de tapis - Guylaine ok par téléphone 125$","","6","","3","","538","TRUE","","","","","",""
