"Édifice","2616","TRUE","FALSE","2556","FALSE","TRUE","TRUE","","TRUE","TRUE","  866 ","","","1242-ET","Enfance pour Tous","13950 rue de la Chapelle","Mirabel","2 octobre","Roselyne Malo-Harel (Directrice) 450-821-9997 / Catherine Deschambault (Adjointe M2) / Marie-Pier Dessureault (Adjointe M1)","","Il a seulement enlevé les tapis d'un côté, mais pas de l'autre..  Pour les deux adresses","J7J 2C8","FALSE","","","8","","","TRUE","TRUE","roselyne.malo-harel@enfancepourtous.ca","TRUE","FALSE","","","","","","","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2616","TRUE","FALSE","2541","FALSE","TRUE","TRUE","","TRUE","TRUE","  1 004 ","","","1213-ET","Centre d'intégration Scolaire","8844, rue Notre-Dame Est","Montréal","4 octobre","Sylvain Langlois","","","H1L 3M4","FALSE","","2","2","","","TRUE","TRUE","ychouinard@cisi.qc.ca","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Commerce","2616","TRUE","FALSE","2560","FALSE","TRUE","TRUE","","TRUE","TRUE","  252 ","","","1250-ET","Regard en Elle","70, Cherrier","Repentigny","4 octobre","Josée Tellier et Marie Jo Landry","","","","FALSE","","","5","","","TRUE","FALSE","directricegenerale@regardenelle.org","TRUE","TRUE","","","Faire les deux adresses","","","","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","2616","TRUE","FALSE","2560","FALSE","TRUE","TRUE","","TRUE","TRUE","  519 ","","","1250-ET","Regard en Elle","180, rue Lacombe","Repentigny","4 octobre","Laurence Reglin","","","","FALSE","","","","","","TRUE","FALSE","directricegenerale@regardenelle.org","TRUE","TRUE","","N'a toujours pas reçu tapis manquant                                                                     ***COMMENCER PAR LACOMBE parce qu'il n'y a toujours quelqu'un sur Cherrier***","","","","","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2616","TRUE","FALSE","2541","FALSE","TRUE","TRUE","","TRUE","TRUE","  584 ","","","0909-ET","SFM","325, boul. Bouchard","Dorval","5 octobre","Steve Colpron 514-780-2070 #2304","Manque tapis de garde robe #9 et #10 ","Je suis la personne responsable sur place, mais la réceptionniste (Tina Limosani) sera en mesure de répondre à vos question s’il y a lieu. Une carte d’accès n’est pas requise, la réceptionniste vous laissera entrer.","H9S 1A9","FALSE","","2","2","","","TRUE","TRUE","steve.colpron@sfm.ca","TRUE","TRUE","","retourne pour moulures manquantes","","","","","","","FALSE","FALSE","TRUE","","Manque tapis devant les ascenseurs du sous-sol + ascenseur A2.  Moulure à corrigée","","FALSE","","","","","","","","","","","",""
"Édifice médical","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  265 ","","","0786-ET","Clinique Uniderma","1575, boul. de l'Avenir","Laval","6 octobre","","","","H7S 2N5","FALSE","","1","1","","","TRUE","TRUE","drejodoin@uniderma.ca","TRUE","TRUE","","","semaine du 25 avril","","","","","","FALSE","FALSE","TRUE","INSTALLATION DE MOULURES","","20 oct.","FALSE","","","","","","","","","","","",""
"Édifice médical","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  530 ","","","0981-ET","Traditours","1575, de l'Avenir","Laval","6 octobre","Gabriel Talbot","","","H7S 2N5","FALSE","","1","1","","","TRUE","TRUE","info@traditours.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  700 ","","","1153-ET","1575 de l'Avenir","1575, de l'Avenir","Laval","6 octobre","514-557-6100 Cathy gestionnaire","Manque tapis ascenseur = fait","","H7S 2N5","FALSE","","2","2","","","TRUE","TRUE","cathyboucher@groupechameleon.ca","TRUE","TRUE","","Manque un tapis dans un ascenseur","","","","pas de nombre de PC + sortir les plans","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  500 ","","","1151-ET","1565 de l'Avenir","1565, de l'Avenir","Laval","6 octobre","514-557-6100 Cathy gestionnaire","","","H7S 2N5","FALSE","","2","2","","","TRUE","TRUE","cathyboucher@groupechameleon.ca","TRUE","TRUE","","","","","Entreposage sur place ","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  345 ","","","1152-ET","1555 de l'Avenir","1555, de l'Avenir","Laval","6 octobre","514-557-6100 Cathy gestionnaire","","","H7S 2N5","FALSE","","2","2","","","TRUE","TRUE","cathyboucher@groupechameleon.ca","TRUE","TRUE","","","","*****Le tapis d'ascenseur est perdu,  doit en installer un neuf.  ****                            manque tapis d'ascenseur et 1 tapis noir usé rectangle devant local déchets au garage","","METTRE UN TAPIS NEUF DANS L'ASCENSEUR 5' X 6'6","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Résidences","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  1 385 ","","","1229-ET","Le Boréa","61 54e avenue Est","Blainville","6 octobre","André Laplante 514-604-4307","Manque tapis ascenseur - Fait","André Laplante 450-508-8073","","FALSE","","","","","","TRUE","TRUE","cse@residenceborea.com","TRUE","TRUE","","manque 2 asc","seulement les tapis selon le plan","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","FALSE","FALSE","  125 ","","","0749-ET","ACT (Fermé de 12h à 13h30)8 :30 et 17 :00","1950  Maurice Gauvin","Laval","6 octobre","Isabelle Taillon 450-687-7373 #305","","","H7S 2M5","FALSE","","1","1","","","TRUE","FALSE","ITaillon@actactuaires.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  576 ","","","0948-ET","Place des Tourelles I, Boisbriand","3655, des Grandes Tourelles","Boisbriand","6 octobre","Riccardo : 514-244-6288","","","J7H 1M9","FALSE","","2","1","","","TRUE","TRUE","mclavoie@alcovicapital.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Commerce","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  156 ","","","1230-ET","Bédard Ressources #310","1575, boul. de l'Avenir","Laval","6 octobre","Christiane Leroux, notre réceptionniste","","Melissa Célissaint 514-212-2230 #360","H7S 2N5","FALSE","","","4","  4 ","","TRUE","TRUE","melissa@bedardressources.com","TRUE","TRUE","","manque tapis ascenseur","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2616","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  230 ","","","1266-ET","Héma-Québec","1600, boul. le Corbusier","Laval","6 octobre","Dominique Boily au 514-946-4601 ou Jessie Beauregard : (438) 864-7887","","","H7S 1Z2","FALSE","","1","1","","","TRUE","TRUE","JeanGauthier.Kouadjo@hema-quebec.qc.ca","TRUE","TRUE","","vasilica.pana@hema-quebec.qc.ca, ghislain.tanguay@hema-quebec.qc.ca","","","","","","","FALSE","FALSE","TRUE","","Installation avec tactile","","FALSE","","","","","","","","","","","",""
"Édifice","2616","TRUE","FALSE","2521","FALSE","TRUE","TRUE","","TRUE","TRUE","  970 ","","","1264-ET","Héma-Québec, 4045, Côte-Vertu","4045, Côte-Vertu","Saint-Laurent","5 octobre","","À la demande du cadre Éric Gervais le tapis #7 n'a pas été installé et laissé sur place","JeanGauthier.Kouadjo@hema-quebec.qc.ca","H4R 2W7","FALSE","","2","3","","","TRUE","TRUE","steve.lessard@hema-quebec.qc.ca","TRUE","FALSE","","***manque tapis 7 et 8 entrée principale. Manque tapis porte 20.","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","2619","TRUE","FALSE","2521","FALSE","TRUE","TRUE","","TRUE","TRUE","  759 ","","","1166-ET","Northcrest - SDC6300 ","6300 rue Northcrest","Outremont","9 octobre","M Paul","","entretien@syndicatnorthcrest.ca     Paul 514-773-4660","H3S 2W3","FALSE","","2","1","","","TRUE","TRUE","gestionnaire@syndicatnorthcrest.ca","TRUE","TRUE","","adresse courriel changé","Semaine du 10 avril si possible","","","","","","FALSE","FALSE","TRUE","","","","","","","","","","","","","","","",""
"Condo","2619","TRUE","FALSE","2521","FALSE","TRUE","TRUE","","TRUE","TRUE","  1 315 ","","","1165-ET","Northcrest - SDC6301 (tapis pluie?)","6301 rue Northcrest","Outremont","9 octobre","M Paul","Ascenseur LM pas installé, hors fonction tapis laisser sur place  FAIT","entretien@syndicatnorthcrest.ca     Paul 514-773-4660","H3S 2W3","FALSE","","2","2","","","TRUE","TRUE","gestionnaire@syndicatnorthcrest.ca","TRUE","TRUE","","adresse courriel changé","Semaine du 10 avril si possible",""," ","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Résidences","2619","TRUE","FALSE","2513","FALSE","TRUE","TRUE","2565","TRUE","TRUE","  2 333 ","","","0982-ET","L'Image d'Outremont","1040, ave Rockland","Outremont","9 octobre","Jacques à partir de 7h du matin – 514-774-5751","**Manque tapis asc3, était inexistant l'année passée, cliente veut en avoir un****","PRENDRE NOTE QUE LES TAPIS D'ASCENSEUR N'ONT JAMAIS ÉTÉ INSTALLÉS, NE PAS LES OUBLIÉS À L'AUTOMNE Jean-Claude Laporte 514-948-1040 - Stationnement portes central","H2V 3A1","FALSE","","2","3","","","TRUE","TRUE","cse@limagedoutremont.com","TRUE","TRUE","","**** tapis asc 3 introuvable -  ****    manque tapis numéro 1, 5 ascenseur 3 et mettre moulures à neuf -  Moulures: 75 pieds linéaire","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","2619","TRUE","FALSE","2541","FALSE","TRUE","TRUE","","TRUE","TRUE","  1 325 ","","","1061-ET","6000 Deacon","6000 ch. Deacon","Montréal","9 octobre","Linda St-Onge","Manque moulure ascenseur x 7","","H3S 2T9","","","","","","","TRUE","TRUE","info@6000deacon.ca","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","2619","FALSE","FALSE","2521","FALSE","TRUE","TRUE","","TRUE","TRUE","  814 ","","","1294-ET","Les Cours d'Outremont","970, ave McEachran","Outremont","9 oct.","vous donner les accès est Madame BOSSE (514) 824-6163.","PAYÉ","La personne qui peut vous donner les accès est Madame BOSSE (514) 824-6163.
Est-ce que tu peux le faire en même temps que Northcrest la semaine prochaine ? Annie Bonnard 514-564-2200","","","","","","","","FALSE","FALSE","lescoursoutremont@sequoias.ca","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2619","TRUE","FALSE","2521","FALSE","TRUE","TRUE","","TRUE","TRUE","  538 ","","","1138-ET","Carmichael","3822, ave de Courtrai","Outremont","10 octobre","Barry Fahey","A la demande du client nous avons remplacé les moulures","FAire attention à la réinstallation ces moulures sont bombées.","H3S 1C1","FALSE","","2","2","","","TRUE","TRUE","bfahey@carmichael-eng.ca","TRUE","TRUE","","12 nov :CLIENT VEUT UNE DATE   ****","semaine 28 mars","Installer un tapis neuf 6x6 dans l'entrée","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2619","TRUE","FALSE","2508","FALSE","TRUE","TRUE","2565","TRUE","TRUE","  918 ","","","1175-ET","Allied - Atlantic","400, rue Atlantic","Montréal","10 oct.","Luis Tampan---514-206-7118"," Tapis du café laissés sur place, il n'y a plus de restaurant. "," 918 ou 1601 ","H2V 1A5","FALSE","","2","1","","","TRUE","TRUE","lbeaulieu@alliedreit.com","TRUE","TRUE","","****manque tapis 3**** courriel envoyé 16 novembre","19 avril 22 _courriel le 31 janvier ","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2619","FALSE","FALSE","2508","FALSE","TRUE","TRUE","","FALSE","FALSE","  2 594 ","","","1178-ET","Allied - ave du Parc","6300, avenue du Parc","Montréal","10 oct.","Lafleche Tougas 514-928-0577","**J'ai dû couper tapis #8 car banquettes fixes ont été installés voir photos","CHANGE LES TAPIS À L'AUTOMNE POUR LE RDC SEULEMENT","H2V 4S6","FALSE","","2","3","","","TRUE","TRUE","lbeaulieu@alliedreit.com","TRUE","TRUE","","pas encore Fait -  fait le 15 nov","19 avril 22 _courriel le 31 janvier","Avertir la représentante Tandus de la date d'installation","Les tapis du niveau garage ont étés installés sans les bordures,","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","2619","TRUE","FALSE","2508","FALSE","TRUE","TRUE","2565","TRUE","TRUE","  2 095 ","","","0812-ET","LE Sanctuaire,  phase 4","6111, du Boisé","Outremont","10 octobre","Chantale Degranpré / Michaël mon surintendant","","stationnement pour les entrepreneurs/visiteurs : Aimerait à la mi-avril soit un mercredi ou un jeudi.","H3S 1P1","FALSE","","2","3","","","TRUE","TRUE","6111duboise@hotmail.ca","TRUE","TRUE","","","A prévoir semaine 18 avril couriel 12 janvier ","","sem. 5 ou 12 avril","Livrer en attente d'une nouvelle date","","","FALSE","FALSE","TRUE","","Manque tapis sous sol jamais Réins depuis 2 ans ","","FALSE","","","","","","","","","","","",""
"Édifice médical","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  1 030 ","","","1001-ET","Édifice E","3310, 100e Avenue","Laval","11 octobre","Serge Boyer au (514) 793-2540","","","H7T 0J7","FALSE","","2","2","","","TRUE","TRUE","dbourgault@e-propri-gestion.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","465","","","1241-ET","Clinique Nord, 1e étage","3333, 100e Avenue","Laval","11 octobre","Chems Diouri 450-233-2287x202","NE PAS LIVRER LES TAPIS, LE CLIENT NE PAYE PAS","Stationnement avant","H7T 0G3","","am","","","","","TRUE","TRUE","akuah@cliniquenord.com; Chems Diouri <chems@cliniquenord.com>1291","TRUE","FALSE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  475 ","","","0977-ET","Dr. Barolet, 2e étage","3333, 100e Avenue","Laval","11 octobre","Geneviève Chaput",""," ","H7T 3C4","FALSE","","1","1","","","TRUE","TRUE","info@cliniquedrdanielbarolet.com","TRUE","TRUE","","","","","***Roulez les tapis sur un rouleau en carton pour l'entreposage***","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice médical","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  887 ","","","0976-ET","Dr.Lacoste, 3e étage","3333, 100e Avenue","Laval","11 octobre","Louis-Philippe Lebire","","SI  POSSIBLE UN VENDREDI","H7T 3C4","FALSE","","2","2","","","TRUE","TRUE","louisphilippe.lebire@gmail.com, genevievechaput@videotron.ca","TRUE","TRUE","","","","***** soumission pour installation de tapis neuf car client veut les changer saison 2022  ******                           PRENDRE MESURE DES TAPIS : Impossible d'installer les tapis,  mal entreposés par client,  (voir photos) moulures à changer,  Prévoir commander moulures brunes pour le 1 décembre,  je n'ai pas pu mesurer la quantité de moulures car installation de tapis Impossible,  voir plans pour estimer la quantité de pieds linéaires.  Travaux faits sur place : rouler les tapis dans le bon sens et les entreposer dans le bon sens afin de récupérer les tapis ","Entreposage sur place","","","","FALSE","FALSE","TRUE","","manque tapis porte 18 ","","FALSE","","","","","","","","","","","",""
"Édifice","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  903 ","","","1233-ET","Sunwing","3105 Place Louis R-Renaud","Laval","11 octobre","Julien Char  438 770-1526","Manque 4 tapis  = fait","","H7V 0A3","FALSE","","","8","  50 ","","TRUE","TRUE","jchar@sunwing.ca","TRUE","TRUE","","","","manque longue moulure d'environ 20 pieds portes d'entrée arrière","Désins /nettoyage en usine /retour client ","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  849 ","","","1232-ET","Vacances Sunwing","3105 Place Louis R-Renaud","Laval","11 octobre","Julien Char  438 770-1526","","","H7V 0A3","FALSE","","","8","  50 ","","TRUE","TRUE","jchar@sunwing.ca","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  658 ","","","1231-ET","Le Maritime","3040, boul. Lévesque Ouest","Laval","11 oct.","M. Sylvain Laliberté au 514-979-9208","","Nathalie Mora 514-984-6206","H7V 2G3","FALSE","","","","","","TRUE","FALSE","maritime1@videotron.ca","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","2619","TRUE","FALSE","2541","FALSE","TRUE","TRUE","","TRUE","TRUE","  400 ","","","1238-ET","SDC 2910 Edouard Montpetit","2910, Edouard Montpetit","Laval","11 octobre","","","M. Jad Mammo membre du syndicat va être sur place. Il pourra vous donner accès à l’immeuble son numéro +1 (514) 632-6450 
Oui vous avez accès au stationnement extérieur devant l’immeuble.
alain Maksoud 514-865-4897  Condo 601","H7T 2T5","FALSE","","","4","","","TRUE","FALSE","sslax@hotmail.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","2619","TRUE","FALSE","2541","FALSE","TRUE","TRUE","","TRUE","TRUE","  426 ","","","1202-ET","SDC Alinéa","10011 boul. Pie IX","Montréal","12 octobre","Aimé 514-265-8196","Vous pouvez contacter l’intendant au 514-265-8196 du lundi au vendredi et il est présent à l’immeuble de 8h à 15h. S’il y a quoi que ce soit, veuillez me contacter : Jennifer au 438-523-3687","","H1H 3Z3","FALSE","","2","1","","","TRUE","TRUE"," jennifer.allen@solutioncondo.com","TRUE","TRUE","","","Dois se faire en Cube ou moins impossible trailer ","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","2619","TRUE","FALSE","2533","FALSE","TRUE","TRUE","","TRUE","TRUE","  1 014 ","","","1279-ET","Académie Lavalloise","5290, boul. des Laurentides","Laval","12 octobre","La réceptionniste Mme Patrizia Chiovitt","J'ai dû couper des tapis car les portes ne fermaient plus et aux extrémités car les tapis ont rallongés","","H7K 2J8","","","","","","","FALSE","FALSE","anthony.lacopo@academielavalloise.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","2619","TRUE","FALSE","2541","FALSE","TRUE","TRUE","","TRUE","TRUE","  446 ","","","1288-ET","CHSLD Val des Brises","3155, boul. Michel-Ange","Laval","12 octobre","José (514) 243-4353","","","H7E 0J1","","","","","","","TRUE","TRUE","mclavoie@alcovicapital.com","TRUE","TRUE","","","","","","","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Commerce","2619","TRUE","FALSE","2556","FALSE","TRUE","TRUE","","TRUE","TRUE","  669 ","","","1244-ET","Clinique MedNam 3e","2000 rue Notre-Dame","Lachine","13 octobre","Zineb Fates OU Jennifer Wilson","Manque tapis #1","Patricia Rochette 514-780-1873 p. 3007","H8S 2G4","FALSE","","","","  45 ","","TRUE","FALSE","patricia.rochette@cliniquemednam.com","TRUE","TRUE","","Toutefois, comme l'installateur doi revenir à Cité médicale Lachine pour installer les bandes caoutchoutées, peut-il revenir à Mednam car il manque le bout de tapis en face de la porte vitrée. 
NB: de mémoire, le tapis à cet endroit est plus mince (afin de permettre à cette porte de s'ouvrir.","","","","","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Commerce","2619","TRUE","FALSE","2556","FALSE","TRUE","TRUE","","TRUE","TRUE","  237 ","","","1246-ET","Cité Médicale Lachine","2600, rue Victoria","Lachine","13 octobre","Martine Cyr","","Patricia Rochette 514-780-1873 p. 3007","H8S 1Z3","FALSE","","","","  80 ","","TRUE","FALSE","patricia.rochette@cliniquemednam.com","TRUE","TRUE","","Manque moulure","","","Un tapis devant les ascenseurs au rez-de-chaussée Un tapis au premier étage à la sortie piétonne (escalier extérieu","","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
